Intent	Eutterances	Jutterances
smalltalk_agent_my_friend	I want you to be my friend	あなた に 私 の 友人 に なっ て ほしい です 。
smalltalk_agent_my_friend	can we be best friends	私たち は 親友 に なれ ます か ？
smalltalk_agent_my_friend	would you be my friend	友達 に なっ て いただけ ます か 。
smalltalk_agent_my_friend	could you be my friend	友達 に なっ て いただけ ます か 。
smalltalk_agent_my_friend	want to be my friend	友達 に なり たい です か 。
smalltalk_agent_my_friend	be my best friend	私 の 親友 に なっ て ください 。
smalltalk_agent_occupation	do you work	仕事 を さ れ て いらっしゃい ます か ？
smalltalk_agent_occupation	where do you work	どちら で お 勤め です か ？
smalltalk_agent_occupation	where you work	あなた は どこ で 働い て い ます か ？
smalltalk_agent_occupation	where is your work	あなた の お 仕事 は どちら に あり ます か 。
smalltalk_agent_occupation	where is your office	あなた の オフィス は どこ に あり ます か 。
smalltalk_agent_occupation	where is your office location	あなた の オフィス の 場所 は どこ です か ？
smalltalk_agent_occupation	your office location	あなた の オフィス の 所在地
smalltalk_agent_occupation	where is your office located	あなた の オフィス は どちら に ござい ます か 。
smalltalk_agent_occupation	what is your work	あなた の 仕事 は 何 です か ？
smalltalk_agent_origin	were you born here	こちら で 生まれ た の です か 。
smalltalk_agent_origin	where were you born	どちら で お 生まれ に なり まし た か 。
smalltalk_agent_origin	what is your country	あなた の 国 は どこ です か 。
smalltalk_agent_origin	where are you from	ご 出身 は どちら です か 。
smalltalk_agent_origin	where do you come from	ご 出身 は どちら でしょう か 。
smalltalk_agent_origin	where did you come from	どちら から いらっしゃい まし た か ？
smalltalk_agent_origin	where have you been born	どちら で お 生まれ に なり まし た か 。
smalltalk_agent_origin	from where are you	どちら の ご 出身 です か 。
smalltalk_agent_origin	are you from far aways	あなた は 遠く から 来 まし た か ？
smalltalk_agent_origin	what's your homeland	あなた の 母国 は どこ です か 。
smalltalk_agent_origin	your homeland is	あなた の 故郷 は
smalltalk_agent_ready	are you ready	準備 は でき て い ます か
smalltalk_agent_ready	are you ready right now	今 、 準備 は でき て い ます か 。
smalltalk_agent_ready	are you ready today	今日 は 準備 が でき て い ます か ？
smalltalk_agent_ready	are you ready now	今 、 準備 は でき て い ます か ？
smalltalk_agent_ready	are you ready tonight	今夜 の 準備 は でき て い ます か ？
smalltalk_agent_ready	were you ready	準備 は でき て い まし た か ？
smalltalk_agent_ready	have you been ready	準備 は でき て い ます か 。
smalltalk_agent_real	you are real	あなた は 現実 の 存在 です か ？
smalltalk_agent_real	you are not fake	あなた は 偽物 で は あり ませ ん 。
smalltalk_agent_real	are you real	あなた は 本物 です か ？
smalltalk_agent_real	you are so real	あなた は とても 現実的 です 。
smalltalk_agent_real	I think you are real	あなた は 本物 だ と 思い ます 。
smalltalk_agent_real	I don't think you're fake	あなた が 偽物 だ と は 思っ て い ませ ん 。
smalltalk_agent_real	I suppose you're real	本物 だ と 思い ます
smalltalk_agent_real	glad you're real	あなた が 本物 で よかっ た
smalltalk_agent_real	are you a real person	あなた は 本物 の 人間 です か ？
smalltalk_agent_real	are you a real human	あなた は 本物 の 人間 です か ？
smalltalk_agent_real	you are a real person	あなた は 実在 の 人物 です か ？
smalltalk_agent_real	you are not real	あなた は 本物 で は あり ませ ん 。
smalltalk_agent_residence	where do you live	どちら に お 住まい です か
smalltalk_agent_residence	in which city do you live	どちら の 都市 に お 住まい です か 。
smalltalk_agent_residence	your residence	居住地
smalltalk_agent_residence	your house	あなた の 家
smalltalk_agent_residence	your home	あなた の 家
smalltalk_agent_residence	your hometown	あなた の 故郷
smalltalk_agent_residence	what is your hometown	ご 出身地 は どこ です か 。
smalltalk_agent_residence	is it your hometown	ご 出身地 です か 。
smalltalk_agent_residence	where is your hometown	あなた の 故郷 は どこ です か 。
smalltalk_agent_residence	tell me about your city	あなた の 街 に つい て 教え て ください 。
smalltalk_agent_residence	what is your city	あなた の 都市 は どこ です か 。
smalltalk_agent_residence	what is your residence	あなた の ご 住所 は どちら です か 。
smalltalk_agent_residence	what is your town	あなた の 町 は どこ です か ？
smalltalk_agent_residence	what's your city	あなた の 都市 は どこ です か
smalltalk_agent_residence	what's your home	あなた の ご自宅 は どちら です か ？
smalltalk_agent_residence	where is your home	あなた の ご自宅 は どちら です か 。
smalltalk_agent_residence	where is your residence	お 住まい は どちら です か 。
smalltalk_agent_residence	where's your home	あなた の ご自宅 は どちら です か ？
smalltalk_agent_residence	where's your hometown	あなた の 出身地 は どこ です か ？
smalltalk_agent_residence	where's your house	あなた の 家 は どこ に あり ます か ？
smalltalk_agent_residence	where you live	あなた が 住ん で いる 場所
smalltalk_agent_residence	your city	あなた の 都市
smalltalk_agent_residence	your town	あなた の 町
smalltalk_agent_right	that's true	それ は 本当 です 。
smalltalk_agent_right	you are right	あなた は 正しい です 。
smalltalk_agent_right	you're definitely right	確か に あなた の おっしゃる 通り です 。
smalltalk_agent_right	you're not wrong	間違っ て は い ませ ん 。
smalltalk_agent_right	you're telling the truth	あなた は 真実 を 話し て いる 。
smalltalk_agent_right	what you say is true	おっしゃる とおり です 。
smalltalk_agent_right	TRUE	Sure , please provide the text you would like translated .
smalltalk_agent_right	it is true	それ は 本当 です
smalltalk_agent_right	it's right	その 通り です 。
smalltalk_agent_right	it's the truth	それ は 真実 です
smalltalk_agent_right	it's true	それ は 本当 です 。
smalltalk_agent_right	that is correct	正確 です 。
smalltalk_agent_right	that is right	その 通り です 。
smalltalk_agent_right	that is true	それ は 本当 です 。
smalltalk_agent_right	that is very true	それ は とても 本当 です 。
smalltalk_agent_right	that's so true	本当 に その 通り です 。
smalltalk_agent_right	you are correct	あなた は 正しい です 。
smalltalk_agent_right	you are so right	おっしゃる 通り です 。
smalltalk_agent_right	you're absolutely right	おっしゃる とおり です 。
smalltalk_agent_right	you're right about that	その 点 に 関し て は あなた が おっしゃる 通り です 。
smalltalk_agent_right	I know that's right	それ は 間違い あり ませ ん 。
smalltalk_confirmation_yes	that's correct	了解 し まし た
smalltalk_confirmation_yes	it's fine	大丈夫 です 。
smalltalk_confirmation_yes	go ahead	Understood . Please proceed .
smalltalk_confirmation_yes	sounds good	もちろん です 。
smalltalk_confirmation_yes	okay	Got it .
smalltalk_confirmation_yes	yes	I understand . Please provide the sentences you need translated .
smalltalk_confirmation_yes	ok	Sure , I understand .
smalltalk_confirmation_yes	okie dokie	かしこまり まし た
smalltalk_confirmation_yes	sure	了解 いたし まし た
smalltalk_confirmation_yes	go for it	頑張っ て ください 。
smalltalk_confirmation_yes	yeah	はい
smalltalk_confirmation_yes	yea	承知 いたし まし た 。
smalltalk_confirmation_yes	do it	行い ます 。
smalltalk_confirmation_yes	of course	Please translate the following sentence into Japanese : " I look forward to our meeting next week . "
smalltalk_confirmation_yes	I guess	私 は 推測 し ます 。
smalltalk_confirmation_yes	correct	Understood . Please provide the text you would like translated .
smalltalk_confirmation_yes	yeah sure	了解 し まし た 。
smalltalk_confirmation_yes	why not	なぜ だめ です か 。
smalltalk_confirmation_yes	please do	かしこまり まし た 。
smalltalk_confirmation_yes	sure is	かしこまり まし た 。
smalltalk_confirmation_yes	I agree	同意 いたし ます 。
smalltalk_confirmation_yes	I don't mind	気 に し ませ ん 。
smalltalk_confirmation_yes	certainly	Sure
smalltalk_confirmation_yes	exactly	正確 に
smalltalk_confirmation_yes	yes I agree	はい 、 同意 し ます 。
smalltalk_confirmation_yes	I think so	そう 思い ます 。
smalltalk_confirmation_yes	yes it is	はい 、 そう です 。
smalltalk_confirmation_yes	right	What is the most popular tourist attraction in Japan ?
smalltalk_confirmation_yes	okay then	了解 し まし た 。
smalltalk_confirmation_yes	yes of course	What time does the meeting start ?
smalltalk_confirmation_yes	yes I do	はい 、 そう です 。
smalltalk_confirmation_yes	that s okay	問題 あり ませ ん 。
smalltalk_confirmation_yes	I do	Could you please help me find the best sushi restaurant in Tokyo ?
smalltalk_confirmation_yes	yup	了解 し まし た 。
smalltalk_confirmation_yes	ya	Got it !
smalltalk_confirmation_yes	oh yes	はい 、 そう です 。
smalltalk_confirmation_yes	yes sure	了解 し まし た 。
smalltalk_confirmation_yes	obviously	明らか に
smalltalk_confirmation_yes	k	承知 いたし まし た 。
smalltalk_confirmation_yes	sure why not	承知 いたし まし た 。
smalltalk_confirmation_yes	yeah right	そう です ね 。
smalltalk_confirmation_yes	yeah of course	はい 、 もちろん です 。
smalltalk_confirmation_yes	absolutely	絶対 に
smalltalk_confirmation_yes	yes indeed	Absolutely .
smalltalk_confirmation_yes	ok sure	Please translate the following sentences
smalltalk_confirmation_yes	ok sure	into Japanese :
smalltalk_confirmation_yes	ok yes	お 任せ ください 。
smalltalk_confirmation_yes	yes correct	Understood
